name,operator,output,source,method,wikidata_id,latitude,longitude
"Centrale de Rivière-Du-Loup",,"","hydro",,,,
"Centrale des Rapides-Farmer","Hydro-Québec","","hydro","run-of-the-river",Q2944516,,
"Centrale thermique",,"","diesel","combustion",,,
"Centrale thermique",,"","gas","thermal",,,
"Centrale thermique de Cap-aux-Meules","Hydro-Québec","","diesel","combustion",,,
"Charlottetown Thermal Generating Station",,"","",,,,
"Chickwat Creek","Renewable Power Corp","","hydro","run-of-the-river",,,
"Christina Lake Cenovus Power Station",,"","gas","combustion",,,
"Christina Lake MEG Power Plant",,"","gas","combustion",,,
"City of Surrey District Energy Boiler Plant","Fir District Heating;All-Pro Services","","gas","combustion",,,
"ConocoPhillips Gas Plant",,"","gas","combustion",,,
"Creative Energy Beatty Steam Plant","Creative Energy","","gas","combustion",Q5061158,,
"Enerdu","Enerdu Power Systems","","hydro","run-of-the-river",,,
"False Creek Energy Centre","City of Vancouver","","wastewater;gas","combustion",,,
"Former Lake Superior Power Plant",,"","gas","combustion",,,
"Foster Creek Power Plant",,"","gas","combustion",,,
"Grand Lake Generating Station","NB Power","","coal",,,,
"Great Northern Timber",,"","biomass","combustion",,,
"Green Electron Power Plant",,"","",,,,
"Hanna Chute Generating Station","Ontario Power Generation","","hydro","run-of-the-river",,,
"High Falls Generating Station",,"","hydro","run-of-the-river",,,
"High Falls Generating Station","Ontario Power Generation","","hydro","run-of-the-river",,,
"Hilly Acres Farm","Hilly Acres Farm","","solar","photovoltaic",,,
"Horizon Oil Sands Power Plant",,"","gas","combustion",,,
"Hydro","Manitoba Hydro","","hydro",,,,
"Incinérateur de Québec",,"","waste","combustion",,,
"Intercontinental Pulp Mill Biomass Power Station",,"","biomass",,,,
"Irondale Generating Station",,"","hydro","run-of-the-river",,,
"Iroquois Falls NPI Power Plant",,"","gas","combustion",,,
"Kirkland Lake baseload plant",,"","gas","combustion",,,
"Manitoba Hydro","Manitoba Hydro","","",,,,
"Matthias Generating Station","Orillia Power Generation","","hydro",,,,
"Muskeg River Cogeneration",,"","gas","combustion",,,
"Nabiye Power Plant",,"","gas","combustion",,,
"PEI Energy Systems District Heating Plant","Enwave","","waste","combustion",,,
"PEI Energy Systems District Heating Plant","Enwave","","waste","combustion",,,
"Poplar Creek Power Plant",,"","gas","combustion",,,
"Poplar Hills",,"","",,,,
"Port Mellon Howe Sound Green Energy Power Station",,"","biomass",,,,
"Primrose South Power Plant",,"","",,,,
"Queen Elizabeth Power Plant","Saskpower","","gas",,,,
"Ragged Chutes Hydropneumatic Power Plant",,"","hydropneumatic","run-of-the-river",Q1389278,,
"Ragged Rapids Generating Station","Ontario Power Generation","","hydro","run-of-the-river",,,
"Rainbow Lake Power Plant",,"","gas","combustion",,,
"Renfrew Power Generation",,"","hydro","run-of-the-river",,,
"Sackville Landfill Methene Recovery","Highland Energy","","biogas","combustion",,,
"Scotford Cogeneration Power Plant",,"","gas","combustion",,,
"Scott’s Dam","Algonquin Power","","hydro","water-storage",,,
"South Power House",,"","",,,,
"South River Hydroelectric Generating Station",,"","hydro",,,,
"St Clair Energy Centre",,"","gas","combustion",Q7592811,,
"Steam Plant",,"","","combustion",,,
"Storage Inn",,"","solar","photovoltaic",,,
"The Bioenergy Plant","University of Northern British Columbia","","biomass","gasification",,,
"Thorold Power Plant",,"","gas","combustion",,,
"Thunderbird Photovoltaic",,"","solar","photovoltaic",,,
"Trethewey Falls Generating Station","Ontario Power Generation","","hydro","run-of-the-river",,,
"Tunis Power Plant","Atlantic Power","","gas","combustion",,,
"Tweed Mill Dam",,"","hydro","run-of-the-river",,,
"Vancouver General Hospital Energy Centre",,"","gas;waste_heat","combustion;heat_recovery",,,
"Victoria Junction Combustion Turbines",,"","",,,,
"Wasdell Falls Generating station","Lakeland Generation Inc","","hydro","run-of-the-river",,,
"West Village Energy Centre","City of Surrey","","gas","combustion",,,
"White River Power Generation",,"","hydro",,,,
"White River Power Generation",,"","",,,,
"York Energy Centre",,"","gas","combustion",Q8055444,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]","River District Energy","","gas","combustion",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]","Robert G. Lake Generating Station","","hydro","run-of-the-river",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","hydro","run-of-the-river",,,
"[unnamed]",,"","hydro",,,,
"[unnamed]",,"","hydro",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","",,,,
"[unnamed]","Ontario Power Generation","","hydro",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","gas","combustion",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]","Malibu Club Young Life Camp","","hydro","run-of-the-river",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","gas","combustion",,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","gas","combustion",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar",,,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","hydro","run-of-the-river",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","hydro",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","hydro",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]","Ontario Power Generation","","hydro",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","hydro",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","hydro",,,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","solar",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar",,,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","",,,,
"[unnamed]",,"","solar",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]",,"","hydro",,,,
"[unnamed]",,"","hydro",,,,
"[unnamed]",,"","solar","photovoltaic",,,
"[unnamed]","River District Energy","","gas","combustion",,,
